"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"North Park Thursday Market","53796","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-05-13 15:00:00","2021-05-13 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53539","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-05-12 16:00:00","2021-05-12 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53745","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-05-11 14:00:00","2021-05-11 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53694","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-05-09 09:00:00","2021-05-09 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53591","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-05-08 09:00:00","2021-05-08 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53643","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-05-08 08:00:00","2021-05-08 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53795","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-05-06 15:00:00","2021-05-06 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53538","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-05-05 16:00:00","2021-05-05 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53744","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-05-04 14:00:00","2021-05-04 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53693","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-05-02 09:00:00","2021-05-02 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53590","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-05-01 09:00:00","2021-05-01 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53642","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-05-01 08:00:00","2021-05-01 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53794","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-04-29 15:00:00","2021-04-29 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53537","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-04-28 16:00:00","2021-04-28 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53743","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-04-27 14:00:00","2021-04-27 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53692","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-04-25 09:00:00","2021-04-25 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53589","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-04-24 09:00:00","2021-04-24 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53641","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-04-24 08:00:00","2021-04-24 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53793","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-04-22 15:00:00","2021-04-22 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
